"ID_DEPARTAMENTO","DEPARTAMENTO","ID_MUNICIPIO","MUNICIPIO","Latitud","Longitud","LOCALIDAD","Solar_radiation_promedio","Wind_promedio","consumo_energia_promedio","tipo_cultivo","Desecho_Ton_promedio"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","BOCA GRANDE (LÓPEZ (MICAY) - CAUCA)","15667.7412109375","0.9333333373069762","4822.600000","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","BOCA GRANDE (LÓPEZ DE MICAY - CAUCA)","15667.7412109375","0.9333333373069761","4664.666667","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","DOS QUEBRADAS RÍO NAYA (LÓPEZ DE MICAY - CAUCA)","15667.7412109375","0.9333333373069762","5475.900000","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","ISLA DE GALLO (LOPEZ (MICAY) - CAUCA)","15667.7412109375","0.9333333373069762","4620.500000","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA)","15667.7412109375","0.9333333373069761","4704.568182","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","LA CONCHA - CONCEPCIÓN NAYA (LOPEZ (MICAY) - CAUCA)","15667.7412109375","0.9333333373069761","2796.500000","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","NOANAMITO (LOPEZ (MICAY) - CAUCA)","15667.7412109375","0.9333333373069761","9242.666667","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","NOANAMITO (LÓPEZ DE MICAY - CAUCA)","15667.7412109375","0.9333333373069762","8886.650000","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","RIO MAYA - DOS QUEBRADAS (LÓPEZ DE MICAY - CAUCA)","15667.7412109375","0.9333333373069762","5001.800000","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","SAN ANTONIO DE CHUARE (LOPEZ (MICAY) - CAUCA)","15667.7412109375","0.9333333373069762","10320.250000","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","SAN ANTONIO DE CHUARE (LÓPEZ DE MICAY - CAUCA)","15667.7412109375","0.9333333373069762","8183.051282","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","SAN ISIDRO (LÓPEZ (MICAY) - CAUCA)","15667.7412109375","0.9333333373069762","1688.000000","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","SAN ISIDRO (LÓPEZ DE MICAY - CAUCA)","15667.7412109375","0.9333333373069761","1288.000000","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","ZARAGOZA (LOPEZ (MICAY) - CAUCA)","15667.7412109375","0.9333333373069762","7575.500000","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19418","LÓPEZ","3.004","-77.222","ZARAGOZA (LÓPEZ DE MICAY - CAUCA)","15667.7412109375","0.9333333373069762","12919.096774","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19809","TIMBIQUÍ","2.702","-77.495","CHACON (TIMBIQUÍ - CAUCA)","15190.25","1.1083333492279057","4675.568627","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19809","TIMBIQUÍ","2.702","-77.495","COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA)","15190.25","1.108333349227906","6723.105263","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19809","TIMBIQUÍ","2.702","-77.495","COTEJE (TIMBIQUÍ - CAUCA)","15190.25","1.1083333492279057","10292.203704","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19809","TIMBIQUÍ","2.702","-77.495","LOS BRAZOS (TIMBIQUÍ - CAUCA)","15190.25","1.1083333492279062","8724.969697","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19809","TIMBIQUÍ","2.702","-77.495","PUERTO SAIJA (TIMBIQUÍ - CAUCA)","15190.25","1.108333349227906","36929.063830","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19809","TIMBIQUÍ","2.702","-77.495","SAN JOSE (TIMBIQUÍ - CAUCA)","15190.25","1.108333349227906","11616.921053","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19809","TIMBIQUÍ","2.702","-77.495","SANTA MARÍA (TIMBIQUÍ - CAUCA)","15190.25","1.1083333492279062","18233.344828","PALMA DE ACEITE","369.42253479590784"
"19","CAUCA","19809","TIMBIQUÍ","2.702","-77.495","SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA)","15190.25","1.108333349227906","5015.377778","PALMA DE ACEITE","369.42253479590784"
"27","CHOCÓ","27001","QUIBDÓ","5.941","-76.667","TAGACHI (QUIBDÓ - CHOCÓ)","16583.31640625","0.725000023841858","8008.217391","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27006","ACANDÍ","8.435","-77.292","ACANDÍ (ACANDÍ - CHOCÓ)","18501.55078125","2.0583333969116206","783237.827586","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27006","ACANDÍ","8.435","-77.292","CAPURGANA (ACANDÍ - CHOCÓ)","18501.55078125","2.0583333969116206","367583.037037","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27006","ACANDÍ","8.435","-77.292","SAN FRANCISCO (ACANDÍ - CHOCÓ)","18501.55078125","2.0583333969116206","23129.580645","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27025","ALTO BAUDÓ","5.641","-77.088","CIUDAD BAUDO (ALTO BAUDO (PIE DE PATO) - CHOCO)","16243.349609375","1.066666722297669","60399.250000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27025","ALTO BAUDÓ","5.641","-77.088","CIUDAD BAUDO - PIE DE PATO (ALTO BAUDO - CHOCÓ)","16243.349609375","1.0666667222976687","61547.745455","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27025","ALTO BAUDÓ","5.641","-77.088","PLAYITA CATRU (ALTO BAUDO - CHOCÓ)","16243.349609375","1.0666667222976691","706.333333","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27075","BAHÍA SOLANO","6.294","-77.358","CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ)","17167.80859375","1.483333349227906","898227.282609","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27075","BAHÍA SOLANO","6.294","-77.358","CUPICA (BAHIA SOLANO (MUTIS) - CHOCO)","17167.80859375","1.483333349227909","89240.500000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27075","BAHÍA SOLANO","6.294","-77.358","CUPICA (BAHÍA SOLANO - CHOCÓ)","17167.80859375","1.483333349227906","83264.744681","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27075","BAHÍA SOLANO","6.294","-77.358","EL VALLE (BAHIA SOLANO (MUTIS) - CHOCO)","17167.80859375","1.483333349227909","229283.000000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27075","BAHÍA SOLANO","6.294","-77.358","EL VALLE (BAHÍA SOLANO - CHOCÓ)","17167.80859375","1.4833333492279057","223052.890909","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27075","BAHÍA SOLANO","6.294","-77.358","MUTIS (BAHIA SOLANO (MUTIS) - CHOCO)","17167.80859375","1.4833333492279104","945042.666667","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","BELEN DE DOCAMPADO (BAJO BAUDÓ - CHOCÓ)","16035.099609375","1.1416666507720892","11350.333333","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","16035.099609375","1.1416666507720936","5804.611111","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","BUENAVISTA (BAJO BAUDO - CHOCÓ)","16035.099609375","1.1416666507720918","5105.000000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","16035.099609375","1.141666650772093","1103.000000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","FIRME DE USARGA (BAJO BAUDÓ - CHOCÓ)","16035.099609375","1.1416666507720907","1357.200000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","16035.099609375","1.141666650772093","7821.583333","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","GUINEAL (BAJO BAUDÓ - CHOCÓ)","16035.099609375","1.1416666507720907","5992.000000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","ORPUA (BAJO BAUDÓ - CHOCÓ)","16035.099609375","1.1416666507720934","995.466667","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","PILIZA (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","16035.099609375","1.1416666507720934","9562.117647","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","PILIZA - BELLAVISTA - VILLA LUZ (BAJO BAUDÓ - CHOCÓ)","16035.099609375","1.1416666507720896","4449.750000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","16035.099609375","1.1416666507720943","290480.309524","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","PIZARRO (BAJO BAUDÓ - CHOCÓ)","16035.099609375","1.1416666507720934","301347.588235","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","SIVIRU (BAJO BAUDÓ - CHOCÓ)","16035.099609375","1.1416666507720932","7982.785714","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","TERRON (BAJO BAUDÓ - CHOCÓ)","16035.099609375","1.1416666507720934","5689.687500","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","VIRUDO","16035.099609375","1.1416666507720898","7551.000000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27077","BAJO BAUDÓ","5.014","-77.221","VIRUDO (BAJO BAUDÓ - CHOCÓ)","16035.099609375","1.1416666507720925","8530.600000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27099","BOJAYÁ","6.478","-77.103","BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ)","16965.275390625","1.0750000476837163","115162.173913","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27099","BOJAYÁ","6.478","-77.103","BELLAVISTA (BOJAYÁ - CHOCÓ)","16965.275390625","1.075000047683721","129984.500000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27099","BOJAYÁ","6.478","-77.103","LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ)","16965.275390625","1.0750000476837165","17095.735294","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27099","BOJAYÁ","6.478","-77.103","LA LOMA DE BOJAYA (BOJAYÁ - CHOCÓ)","16965.275390625","1.075000047683721","16062.000000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27099","BOJAYÁ","6.478","-77.103","NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ)","16965.275390625","1.0750000476837165","12645.687500","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27099","BOJAYÁ","6.478","-77.103","NAPIPI (BOJAYÁ - CHOCÓ)","16965.275390625","1.0750000476837172","14850.375000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27099","BOJAYÁ","6.478","-77.103","PIEDRA CANDELA (BOJAYÁ - CHOCÓ)","16965.275390625","1.0750000476837178","10689.818182","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27099","BOJAYÁ","6.478","-77.103","POGUE (BOJAYÁ - CHOCÓ)","16965.275390625","1.0750000476837198","0.000000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27099","BOJAYÁ","6.478","-77.103","PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO)","16965.275390625","1.075000047683717","12381.100000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27099","BOJAYÁ","6.478","-77.103","PUERTO CONTO (BOJAYÁ - CHOCÓ)","16965.275390625","1.075000047683721","16599.500000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27250","EL LITORAL DEL SAN JUAN","4.249","-76.966","CUCURRUPÍ (EL LITORAL DEL SAN JUAN - CHOCÓ)","16107.7412109375","0.925000011920929","3655.769231","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27250","EL LITORAL DEL SAN JUAN","4.249","-76.966","PAPAYO (EL LITORAL DEL SAN JUAN - CHOCÓ)","16107.7412109375","0.925000011920929","5036.714286","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27250","EL LITORAL DEL SAN JUAN","4.249","-76.966","SAN BERNARDO BURUJON (EL LITORAL DEL SAN JUAN - CHOCÓ)","16107.7412109375","0.925000011920929","5877.000000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27250","EL LITORAL DEL SAN JUAN","4.249","-76.966","SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCÓ)","16107.7412109375","0.925000011920929","105751.309091","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27250","EL LITORAL DEL SAN JUAN","4.249","-76.966","TOGOROMA PLAYA (EL LITORAL DEL SAN JUAN - CHOCO)","16107.7412109375","0.925000011920929","1186.222222","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27361","ISTMINA","4.741","-76.872","PANAMACITO","16456.982421875","0.7666666507720948","2059.000000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27361","ISTMINA","4.741","-76.872","PANAMACITO (ISTMINA - CHOCÓ)","16456.982421875","0.7666666507720948","2814.000000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27361","ISTMINA","4.741","-76.872","POTEDÓ (ISTMINA - CHOCÓ)","16456.982421875","0.7666666507720948","4798.250000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27361","ISTMINA","4.741","-76.872","UNION CHOCO (ISTMINA - CHOCÓ)","16456.982421875","0.7666666507720948","2475.000000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27372","JURADÓ","7.116","-77.688","JURADO (JURADO - CHOCÓ)","18079.7421875","1.5","237768.021277","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27372","JURADÓ","7.116","-77.688","JURADÓ (JURAÓ - CHOCÓ)","18079.7421875","1.5","256385.333333","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27425","MEDIO ATRATO (Beté)","6.037","-76.677","BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ)","16570.158203125","0.725000023841858","23173.142857","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27425","MEDIO ATRATO (Beté)","6.037","-76.677","BETE (MEDIO ATRATO - CHOCÓ)","16570.158203125","0.725000023841858","23520.388889","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27425","MEDIO ATRATO (Beté)","6.037","-76.677","SAN ROQUE (MEDIO ATRATO (BETÉ) - CHOCÓ)","16570.158203125","0.725000023841858","3100.600000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27425","MEDIO ATRATO (Beté)","6.037","-76.677","SAN ROQUE (MEDIO ATRATO - CHOCÓ)","16570.158203125","0.725000023841858","1478.125000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27450","MEDIO SAN JUAN","4.815","-76.808","LA LERMA","16308.6416015625","0.7083333134651182","1244.000000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27450","MEDIO SAN JUAN","4.815","-76.808","MACEDONIA (MEDIO SAN JUAN - CHOCÓ)","16308.6416015625","0.7083333134651183","32.600000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27450","MEDIO SAN JUAN","4.815","-76.808","UNIÓN WAUNAÁN (MEDIO SAN JUAN - CHOCÓ)","16308.6416015625","0.7083333134651183","5060.500000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27491","NÓVITA","4.856","-76.621","JUNTAS DE TAMANA (NOVITA - CHOCÓ)","16649.642578125","0.6833333373069762","2685.200000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27495","NUQUÍ","5.694","-77.297","ARUSI (NIQUÍ - CHOCÓ)","0","0","28871.000000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27495","NUQUÍ","5.694","-77.297","ARUSÍ (NUQUÍ - CHOCO)","0","0","17011.692308","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27495","NUQUÍ","5.694","-77.297","COMUNIDAD DE PUERTO JAGUA (NUQUÍ - CHOCÓ)","0","0","1297.066667","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27495","NUQUÍ","5.694","-77.297","COMUNIDAD INDIGENA DE PANGUI - (EL YUCAL) (NUQUÍ - CHOCÓ)","0","0","8966.833333","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27495","NUQUÍ","5.694","-77.297","COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ)","0","0","7509.694444","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27495","NUQUÍ","5.694","-77.297","JURUBIRA (NUQUÍ - CHOCÓ)","0","0","19866.800000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27495","NUQUÍ","5.694","-77.297","NUQUÍ (NUQUÍ - CHOCÓ)","0","0","336302.476190","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27495","NUQUÍ","5.694","-77.297","PUERTO JAGUA (NUQUÍ - CHOCÓ)","0","0","1269.739130","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27615","RIOSUCIO","7.392","-77.255","MARCIAL (RIOSUCIO - CHOCÓ)","18359.19140625","0.9416666626930238","145.750000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27615","RIOSUCIO","7.392","-77.255","PEÑAS BLANCAS (RIOSUCIO - CHOCÓ)","18359.19140625","0.9416666626930238","53.250000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27615","RIOSUCIO","7.392","-77.255","SAN JOSE TAMBORAL (RIOSUCIO - CHOCÓ)","18359.19140625","0.9416666626930238","770.000000","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27745","SIPÍ","4.597","-76.544","SIPÍ (SIPÍ - CHOCO)","16588.474609375","0.6916666626930238","13752.363636","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27800","UNGUÍA","8.119","-77.107","BALBOA (UNGUÍA - CHOCÓ)","18731.93359375","1.7250000238418581","29625.928571","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27800","UNGUÍA","8.119","-77.107","TITUMATE (UNGUÍA - CHOCÓ)","18731.93359375","1.7250000238418581","19836.137931","PALMA DE ACEITE","972.172549366951"
"27","CHOCÓ","27800","UNGUÍA","8.119","-77.107","UNGUÍA (UNGUÍA - CHOCÓ)","18731.93359375","1.7250000238418581","540559.210526","PALMA DE ACEITE","972.172549366951"
"44","LA GUAJIRA","44847","URIBIA","12.002","-71.752","CABO DE LA VELA (URIBIA - LA GUAJIRA)","19661.642578125","4.383333206176759","38517.500000","PALMA DE ACEITE","8.733488127589226"
"44","LA GUAJIRA","44847","URIBIA","12.002","-71.752","NAZARETH (URIBIA - LA GUAJIRA)","19661.642578125","4.383333206176759","54114.227273","PALMA DE ACEITE","8.733488127589226"
"47","MAGDALENA","47189","CIÉNAGA","10.892","-74.046","PALMOR (CIÉNAGA - MAGDALENA)","18874.8828125","3.1666665077209477","123148.033898","PALMA DE ACEITE","243.97124671936035"
"50","META","50325","MAPIRIPÁN","3.12","-71.943","MAPIRIPAN (MAPIRIPAN - META)","15932.0498046875","1.1333333253860476","227000.017544","PALMA DE ACEITE","892.6454372406006"
"52","NARIÑO","52250","EL CHARCO","2.19","-77.802","ALTERÓN (URIBE URIBE) (EL CHARCO - NARIÑO)","14679.7412109375","0.924999952316284","1176.000000","PALMA DE ACEITE","57.37079298496246"
"52","NARIÑO","52250","EL CHARCO","2.19","-77.802","ALTERON - URIBE URIBE (EL CHARCO - NARIÑO)","14679.7412109375","0.9249999523162841","555.142857","PALMA DE ACEITE","57.37079298496246"
"52","NARIÑO","52250","EL CHARCO","2.19","-77.802","BAZAN (EL CHARCO - NARIÑO)","14679.7412109375","0.9249999523162841","25635.434783","PALMA DE ACEITE","57.37079298496246"
"52","NARIÑO","52250","EL CHARCO","2.19","-77.802","BOLIVAR - SAN PEDRO (EL CHARCO - NARIÑO)","14679.7412109375","0.924999952316284","5914.457143","PALMA DE ACEITE","57.37079298496246"
"52","NARIÑO","52250","EL CHARCO","2.19","-77.802","EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO)","14679.7412109375","0.9249999523162841","8684.961538","PALMA DE ACEITE","57.37079298496246"
"52","NARIÑO","52250","EL CHARCO","2.19","-77.802","LAS MERCEDES (EL CHARCO - NARIÑO)","14679.7412109375","0.924999952316284","2061.800000","PALMA DE ACEITE","57.37079298496246"
"52","NARIÑO","52250","EL CHARCO","2.19","-77.802","SAN JOSE (EL CHARCO - NARIÑO)","14679.7412109375","0.9249999523162841","16341.000000","PALMA DE ACEITE","57.37079298496246"
"52","NARIÑO","52250","EL CHARCO","2.19","-77.802","SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO)","14679.7412109375","0.9249999523162841","16572.078431","PALMA DE ACEITE","57.37079298496246"
"52","NARIÑO","52390","LA TOLA","2.421","-78.213","AGUACATAL (LA TOLA - NARIÑO)","14197.341796875","1.1333333253860476","2452.312500","PALMA DE ACEITE","57.37079298496246"
